ID,Temperature,Activity,pH,Study,CNs,Rsoil,Rscaled,Biomass,Bscaled,Ctot,Ctot.scaled,DOC,DOC.scaled,W,WHC,Clay,Silt,Type,Comment,WHC_100_pred,Time
35,313.15,14.0,5.58,Santruckova et al. 2003,23.91,67.57,2.89,4.84,0.21,2.05,1.00,13.97,1.73,18.41,60,,,Laboratory,,30.67652289,14
35,313.15,8.9,5.58,Santruckova et al. 2003,23.91,70.32,2.99,7.87,0.33,2.05,1.00,13.97,1.73,18.41,60,,,Laboratory,,30.67652289,14
35,313.15,7.3,5.58,Santruckova et al. 2003,23.91,75.65,3.15,10.38,0.41,2.05,1.00,13.97,1.73,18.41,60,,,Laboratory,,30.67652289,14
36,283.15,0.2,5.3,Zhou et al. 2014,10.18,16.47,0.89,77.29,1.00,1.60,1.00,6.38,1.00,12.66,45,17.6,,Laboratory,,28.13627889,5
36,288.15,0.2,5.3,Zhou et al. 2014,10.18,18.45,1.00,77.29,1.00,1.60,1.00,6.38,1.00,12.66,45,17.6,,Laboratory,,28.13627889,5
36,293.15,0.5,5.3,Zhou et al. 2014,10.18,39.09,2.12,77.29,1.00,1.60,1.00,6.38,1.00,12.66,45,17.6,,Laboratory,,28.13627889,5
36,298.15,0.7,5.3,Zhou et al. 2014,10.18,57.75,3.13,77.29,1.00,1.60,1.00,6.38,1.00,12.66,45,17.6,,Laboratory,,28.13627889,5
36,303.15,1.1,5.3,Zhou et al. 2014,10.18,87.84,4.76,77.29,1.00,1.60,1.00,6.38,1.00,12.66,45,17.6,,Laboratory,,28.13627889,5
37,283.15,0.2,5.1,Zhou et al. 2014,9.74,17.76,0.58,92.71,1.00,1.60,1.00,8.41,1.00,12.66,45,29,,Laboratory,,28.13627889,5
37,288.15,0.3,5.1,Zhou et al. 2014,9.74,30.66,1.00,92.71,1.00,1.60,1.00,8.41,1.00,12.66,45,29,,Laboratory,,28.13627889,5
37,293.15,0.5,5.1,Zhou et al. 2014,9.74,50.12,1.63,92.71,1.00,1.60,1.00,8.41,1.00,12.66,45,29,,Laboratory,,28.13627889,5
37,298.15,0.8,5.1,Zhou et al. 2014,9.74,74.22,2.42,92.71,1.00,1.60,1.00,8.41,1.00,12.66,45,29,,Laboratory,,28.13627889,5
37,303.15,1.3,5.1,Zhou et al. 2014,9.74,120.75,3.94,92.71,1.00,1.60,1.00,8.41,1.00,12.66,45,29,,Laboratory,,28.13627889,5
38,283.15,0.1,5.2,Zhou et al. 2014,10.18,5.63,0.60,65.77,1.00,1.60,1.00,7.59,1.00,12.66,45,34,,Laboratory,,28.13627889,5
38,288.15,0.1,5.2,Zhou et al. 2014,10.18,9.45,1.00,65.77,1.00,1.60,1.00,7.59,1.00,12.66,45,34,,Laboratory,,28.13627889,5
38,293.15,0.3,5.2,Zhou et al. 2014,10.18,17.33,1.83,65.77,1.00,1.60,1.00,7.59,1.00,12.66,45,34,,Laboratory,,28.13627889,5
38,298.15,0.5,5.2,Zhou et al. 2014,10.18,30.83,3.26,65.77,1.00,1.60,1.00,7.59,1.00,12.66,45,34,,Laboratory,,28.13627889,5
38,303.15,0.8,5.2,Zhou et al. 2014,10.18,54.68,5.79,65.77,1.00,1.60,1.00,7.59,1.00,12.66,45,34,,Laboratory,,28.13627889,5
39,288.15,3.1,6.16,Wagai et al. 2013,16.88,238.89,1.00,68.69,1.00,12.41,1.00,6.66,1.00,30.98,60,,,Laboratory,,51.63601015,30
39,293.15,11.3,6.16,Wagai et al. 2013,16.88,844.44,3.53,66.67,0.97,12.41,1.00,6.66,1.00,30.98,60,,,Laboratory,,51.63601015,30
39,298.15,27.2,6.16,Wagai et al. 2013,16.88,1738.89,7.28,57.31,0.83,12.41,1.00,6.66,1.00,30.98,60,,,Laboratory,,51.63601015,30
40,288.15,2.4,6.24,Wagai et al. 2013,15.90,72.22,1.00,67.04,1.00,6.69,1.00,4.50,1.00,28.66,60,,,Laboratory,,47.76499807,30
40,293.15,7.7,6.24,Wagai et al. 2013,15.90,233.33,3.23,67.96,1.01,6.69,1.00,4.50,1.00,28.66,60,,,Laboratory,,47.76499807,30
40,298.15,17.7,6.24,Wagai et al. 2013,15.90,488.89,6.77,61.90,0.92,6.69,1.00,4.50,1.00,28.66,60,,,Laboratory,,47.76499807,30
41,288.15,0.8,6.1,Wagai et al. 2013,14.62,13.89,1.00,79.90,1.00,4.28,1.00,0.37,1.00,24.50,60,,,Laboratory,,40.83873111,30
41,293.15,4.5,6.1,Wagai et al. 2013,14.62,77.78,5.60,80.26,1.00,4.28,1.00,0.37,1.00,24.50,60,,,Laboratory,,40.83873111,30
41,298.15,7.9,6.1,Wagai et al. 2013,14.62,155.56,11.20,92.02,1.15,4.28,1.00,0.37,1.00,24.50,60,,,Laboratory,,40.83873111,30
42,288.15,1.5,6.5,Wagai et al. 2013,14.35,3.33,1.00,19.65,1.00,3.07,1.00,0.17,1.00,21.50,60,,,Laboratory,,35.82942008,30
42,293.15,1.7,6.5,Wagai et al. 2013,14.35,11.11,3.33,58.77,2.99,3.07,1.00,0.17,1.00,21.50,60,,,Laboratory,,35.82942008,30
42,298.15,9.0,6.5,Wagai et al. 2013,14.35,36.11,10.83,35.08,1.79,3.07,1.00,0.17,1.00,21.50,60,,,Laboratory,,35.82942008,30
43,280.15,0.6,4,Raubuch et al. 2002,19.14,4.25,0.50,92.00,1.00,3.01,1.00,,,47.00,50,23,52,Laboratory,,35.52022292,1
43,287.15,1.1,4,Raubuch et al. 2002,19.14,8.49,1.00,92.00,1.00,3.01,1.00,,,47.00,50,23,52,Laboratory,,35.52022292,1
43,294.15,1.7,4,Raubuch et al. 2002,19.14,13.07,1.54,92.00,1.00,3.01,1.00,,,47.00,50,23,52,Laboratory,,35.52022292,1
44,280.15,0.2,5.4,Raubuch et al. 2002,14.90,16.15,0.38,916.00,1.00,5.21,1.00,,,75.00,50,35,49,Laboratory,,43.97578213,1
44,287.15,0.6,5.4,Raubuch et al. 2002,14.90,42.55,1.00,916.00,1.00,5.21,1.00,,,75.00,50,35,49,Laboratory,,43.97578213,1
44,294.15,1.6,5.4,Raubuch et al. 2002,14.90,119.65,2.81,916.00,1.00,5.21,1.00,,,75.00,50,35,49,Laboratory,,43.97578213,1
45,280.15,0.2,6,Raubuch et al. 2002,14.40,9.49,0.36,634.00,1.00,4.83,1.00,,,66.00,50,10,67,Laboratory,,42.76125239,1
45,287.15,0.5,6,Raubuch et al. 2002,14.40,26.39,1.00,634.00,1.00,4.83,1.00,,,66.00,50,10,67,Laboratory,,42.76125239,1
45,294.15,1.0,6,Raubuch et al. 2002,14.40,51.96,1.97,634.00,1.00,4.83,1.00,,,66.00,50,10,67,Laboratory,,42.76125239,1
46,278.15,1.0,,Raubuch et al. 2007,2.15,96.37,0.61,96.59,1.36,2.02,1.08,,,15.27,50,25,75,Laboratory,,30.53994842,5
47,278.15,0.7,,Raubuch et al. 2007,4.16,48.93,0.34,71.61,1.87,1.99,0.97,,,15.18,50,25,75,Laboratory,,30.35702324,5
48,278.15,1.1,,Raubuch et al. 2007,3.01,87.47,0.45,81.60,1.42,2.06,1.04,,,15.38,50,25,75,Laboratory,,30.76727805,5
49,278.15,0.9,,Raubuch et al. 2007,2.45,81.54,0.43,95.75,1.26,1.94,1.02,,,15.04,50,25,75,Laboratory,,30.08086168,5
46,288.15,2.2,,Raubuch et al. 2007,2.00,158.31,1.00,70.77,1.00,1.88,1.00,,,14.88,50,25,75,Laboratory,,29.75597492,5
47,288.15,3.8,,Raubuch et al. 2007,4.30,144.84,1.00,38.30,1.00,2.06,1.00,,,15.36,50,25,75,Laboratory,,30.7219299,5
48,288.15,3.4,,Raubuch et al. 2007,2.89,195.36,1.00,57.45,1.00,1.98,1.00,,,15.16,50,25,75,Laboratory,,30.31114426,5
49,288.15,2.5,,Raubuch et al. 2007,2.41,188.62,1.00,75.77,1.00,1.91,1.00,,,14.95,50,25,75,Laboratory,,29.89556854,5
46,298.15,4.9,,Raubuch et al. 2007,1.87,315.96,2.00,64.95,0.92,1.77,0.94,,,14.55,50,25,75,Laboratory,,29.0974426,5
47,298.15,4.3,,Raubuch et al. 2007,3.93,157.98,1.09,36.64,0.96,1.88,0.91,,,14.88,50,25,75,Laboratory,,29.75597492,5
48,298.15,6.5,,Raubuch et al. 2007,2.65,264.85,1.36,40.80,0.71,1.82,0.92,,,14.69,50,25,75,Laboratory,,29.38110448,5
49,298.15,6.1,,Raubuch et al. 2007,2.20,288.08,1.53,47.46,0.63,1.74,0.91,,,14.48,50,25,75,Laboratory,,28.95480279,5
50,278.15,0.1,5.33,"Xu et al., 2006",12.86,166.53,0.52,1342.95,1.01,10.37,1.00,10.37,1.00,52.50,45.0,,,Field,,51.86246438,
51,278.15,0.1,5.82,"Xu et al., 2006",11.66,124.90,0.55,1114.62,0.98,9.19,1.00,4.55,1.00,52.50,45.0,,,Field,,51.26713146,
52,278.15,0.1,5.65,"Xu et al., 2006",14.40,152.65,0.48,1216.77,1.07,10.62,1.00,10.43,1.00,52.50,45.0,,,Field,,51.91500269,
53,278.15,0.1,4.87,"Xu et al., 2006",15.00,97.14,0.47,754.10,0.96,12.56,1.00,9.88,1.00,52.50,45.0,,,Field,,51.56619073,
50,288.15,0.2,5.33,"Xu et al., 2006",12.86,319.18,1.00,1324.93,1.00,10.37,1.00,10.37,1.00,52.50,45.0,,,Field,,51.86246438,
51,288.15,0.2,5.82,"Xu et al., 2006",11.66,228.98,1.00,1141.66,1.00,9.19,1.00,4.55,1.00,52.50,45.0,,,Field,,51.26713146,
52,288.15,0.3,5.65,"Xu et al., 2006",14.40,319.18,1.00,1138.66,1.00,10.62,1.00,10.43,1.00,52.50,45.0,,,Field,,51.91500269,
53,288.15,0.3,4.87,"Xu et al., 2006",15.00,208.16,1.00,787.14,1.00,12.56,1.00,9.88,1.00,52.50,45.0,,,Field,,51.56619073,
50,298.15,0.9,5.33,"Xu et al., 2006",12.86,1047.74,3.28,1168.70,0.88,10.37,1.00,10.37,1.00,52.50,45.0,,,Field,,51.86246438,
51,298.15,0.7,5.82,"Xu et al., 2006",11.66,721.62,3.15,973.42,0.85,9.19,1.00,4.55,1.00,52.50,45.0,,,Field,,51.26713146,
52,298.15,0.9,5.65,"Xu et al., 2006",14.40,936.72,2.93,1090.59,0.96,10.62,1.00,10.43,1.00,52.50,45.0,,,Field,,51.91500269,
53,298.15,1.0,4.87,"Xu et al., 2006",15.00,700.80,3.37,736.07,0.94,12.56,1.00,9.88,1.00,52.50,45.0,,,Field,,51.56619073,
50,308.15,4.1,5.33,"Xu et al., 2006",12.86,2900.36,9.09,712.04,0.54,10.37,1.00,10.37,1.00,52.50,45.0,,,Field,,51.86246438,
51,308.15,2.5,5.82,"Xu et al., 2006",11.66,1942.83,8.48,787.14,0.69,9.19,1.00,4.55,1.00,52.50,45.0,,,Field,,51.26713146,
52,308.15,2.6,5.65,"Xu et al., 2006",14.40,2345.27,7.35,892.30,0.78,10.62,1.00,10.43,1.00,52.50,45.0,,,Field,,51.91500269,
53,308.15,4.3,4.87,"Xu et al., 2006",15.00,1894.25,9.10,441.64,0.56,12.56,1.00,9.88,1.00,52.50,45.0,,,Field,,51.56619073,
54,278.15,5.8,,Bao et al. 2016,20.96,786.16,0.77,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,288.15,7.5,,Bao et al. 2016,20.96,1018.16,1.00,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,298.15,8.4,,Bao et al. 2016,20.96,1138.09,1.12,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,278.15,7.4,,Bao et al. 2016,20.96,998.29,1.07,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
54,288.15,6.9,,Bao et al. 2016,20.96,934.53,1.00,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
54,298.15,12.1,,Bao et al. 2016,20.96,1628.72,1.74,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
55,278.15,5.6,,Bao et al. 2016,13.78,719.28,0.73,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,288.15,7.7,,Bao et al. 2016,13.78,986.85,1.00,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,298.15,22.1,,Bao et al. 2016,13.78,2834.40,2.87,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,278.15,8.4,,Bao et al. 2016,13.78,1074.95,0.87,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
55,288.15,9.6,,Bao et al. 2016,13.78,1229.36,1.00,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
55,298.15,23.0,,Bao et al. 2016,13.78,2951.50,2.40,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
56,278.15,4.4,,Bao et al. 2016,14.32,678.59,1.11,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,288.15,4.0,,Bao et al. 2016,14.32,612.03,1.00,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,298.15,3.3,,Bao et al. 2016,14.32,506.75,0.83,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,278.15,5.1,,Bao et al. 2016,14.32,796.82,2.43,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
56,288.15,2.1,,Bao et al. 2016,14.32,327.86,1.00,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
56,298.15,5.7,,Bao et al. 2016,14.32,887.56,2.71,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
54,278.15,8.3,,Bao et al. 2016,20.96,1119.72,0.72,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,288.15,11.5,,Bao et al. 2016,20.96,1557.02,1.00,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,298.15,34.2,,Bao et al. 2016,20.96,4615.15,2.96,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,278.15,6.1,,Bao et al. 2016,20.96,819.02,0.60,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
54,288.15,10.1,,Bao et al. 2016,20.96,1358.85,1.00,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
54,298.15,26.8,,Bao et al. 2016,20.96,3617.88,2.66,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
55,278.15,6.6,,Bao et al. 2016,13.78,849.03,0.43,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,288.15,15.4,,Bao et al. 2016,13.78,1969.38,1.00,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,298.15,21.0,,Bao et al. 2016,13.78,2690.24,1.37,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,278.15,9.0,,Bao et al. 2016,13.78,1150.24,0.73,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
55,288.15,12.3,,Bao et al. 2016,13.78,1578.25,1.00,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
55,298.15,21.9,,Bao et al. 2016,13.78,2812.03,1.78,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
56,278.15,5.2,,Bao et al. 2016,14.32,808.27,1.14,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,288.15,4.6,,Bao et al. 2016,14.32,706.27,1.00,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,298.15,18.6,,Bao et al. 2016,14.32,2887.21,4.09,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,278.15,5.7,,Bao et al. 2016,14.32,880.88,0.83,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
56,288.15,6.8,,Bao et al. 2016,14.32,1056.59,1.00,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
56,298.15,9.2,,Bao et al. 2016,14.32,1432.49,1.36,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
54,278.15,7.4,,Bao et al. 2016,20.96,998.04,0.43,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,288.15,17.1,,Bao et al. 2016,20.96,2308.88,1.00,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,298.15,37.1,,Bao et al. 2016,20.96,5010.09,2.17,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,278.15,10.2,,Bao et al. 2016,20.96,1382.13,0.89,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
54,288.15,11.5,,Bao et al. 2016,20.96,1554.71,1.00,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
54,298.15,14.6,,Bao et al. 2016,20.96,1966.63,1.26,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
55,278.15,8.2,,Bao et al. 2016,13.78,1050.06,0.54,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,288.15,15.2,,Bao et al. 2016,13.78,1952.62,1.00,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,298.15,20.0,,Bao et al. 2016,13.78,2567.81,1.32,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,278.15,7.2,,Bao et al. 2016,13.78,923.55,0.55,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
55,288.15,13.1,,Bao et al. 2016,13.78,1677.69,1.00,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
55,298.15,17.2,,Bao et al. 2016,13.78,2202.92,1.31,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
56,278.15,5.7,,Bao et al. 2016,14.32,878.78,0.48,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,288.15,11.7,,Bao et al. 2016,14.32,1817.78,1.00,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,298.15,20.5,,Bao et al. 2016,14.32,3175.97,1.75,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,278.15,6.3,,Bao et al. 2016,14.32,971.79,0.77,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
56,288.15,8.2,,Bao et al. 2016,14.32,1267.14,1.00,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
56,298.15,12.6,,Bao et al. 2016,14.32,1949.33,1.54,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
54,278.15,7.0,,Bao et al. 2016,20.96,945.48,0.44,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,288.15,15.9,,Bao et al. 2016,20.96,2146.98,1.00,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,298.15,27.4,,Bao et al. 2016,20.96,3697.38,1.72,134.89,1.00,7.23,1.00,,,14.64,30,,,Laboratory,,48.79691484,2
54,278.15,9.5,,Bao et al. 2016,20.96,1275.43,0.57,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
54,288.15,16.5,,Bao et al. 2016,20.96,2222.20,1.00,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
54,298.15,33.7,,Bao et al. 2016,20.96,4545.63,2.05,134.89,1.00,7.23,1.00,,,29.28,60,,,Laboratory,,48.79691484,2
55,278.15,6.6,,Bao et al. 2016,13.78,845.24,0.46,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,288.15,14.4,,Bao et al. 2016,13.78,1841.51,1.00,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,298.15,15.2,,Bao et al. 2016,13.78,1951.45,1.06,128.23,1.00,6.79,1.00,,,14.39,30,,,Laboratory,,47.95422693,2
55,278.15,7.9,,Bao et al. 2016,13.78,1013.19,0.40,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
55,288.15,19.9,,Bao et al. 2016,13.78,2545.98,1.00,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
55,298.15,28.9,,Bao et al. 2016,13.78,3701.74,1.45,128.23,1.00,6.79,1.00,,,28.77,60,,,Laboratory,,47.95422693,2
56,278.15,8.6,,Bao et al. 2016,14.32,1331.86,0.79,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,288.15,10.9,,Bao et al. 2016,14.32,1685.18,1.00,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,298.15,18.8,,Bao et al. 2016,14.32,2911.48,1.73,154.87,1.00,7.36,1.00,,,14.71,30,,,Laboratory,,49.02929586,2
56,278.15,6.9,,Bao et al. 2016,14.32,1066.22,0.85,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
56,288.15,8.1,,Bao et al. 2016,14.32,1256.39,1.00,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
56,298.15,16.7,,Bao et al. 2016,14.32,2587.24,2.06,154.87,1.00,7.36,1.00,,,29.42,60,,,Laboratory,,49.02929586,2
57,288.15,1.1,4.5,Joergensen et al. 1990,12.29,69.83,1.00,61.01,1.00,3.58,1.00,12.61,1.00,15.23,40,,,Laboratory,,38.07117306,10
58,288.15,1.4,4.5,Joergensen et al. 1990,12.29,85.11,1.00,60.90,1.00,3.54,1.00,13.24,1.00,15.16,40,,,Laboratory,,37.91024943,25
59,288.15,1.0,4.5,Joergensen et al. 1990,12.29,66.95,1.00,69.13,1.00,3.50,1.00,11.74,1.00,15.10,40,,,Laboratory,,37.7388072,50
60,288.15,0.7,4.5,Joergensen et al. 1990,12.29,44.51,1.00,64.55,1.00,3.48,1.00,11.58,1.00,15.05,40,,,Laboratory,,37.62961406,76
61,288.15,0.5,4.5,Joergensen et al. 1990,12.29,29.93,1.00,59.32,1.00,3.44,1.00,12.29,1.00,14.99,40,,,Laboratory,,37.47385914,115
62,288.15,0.7,4.5,Joergensen et al. 1990,12.29,32.23,1.00,48.11,1.00,3.42,1.00,14.91,1.00,14.96,40,,,Laboratory,,37.39963519,150
63,288.15,0.3,4.5,Joergensen et al. 1990,12.29,21.25,1.00,63.26,1.00,3.40,1.00,11.18,1.00,14.91,40,,,Laboratory,,37.27911042,191
64,288.15,0.4,4.5,Joergensen et al. 1990,12.29,24.07,1.00,54.29,1.00,3.37,1.00,14.83,1.00,14.87,40,,,Laboratory,,37.16686127,240
57,298.15,3.2,4.5,Joergensen et al. 1990,12.29,213.52,3.06,65.70,1.08,3.55,0.99,9.44,0.75,15.18,40,,,Laboratory,,37.94653163,10
58,298.15,1.4,4.5,Joergensen et al. 1990,12.29,98.08,1.15,70.10,1.15,3.50,0.99,11.74,0.89,15.09,40,,,Laboratory,,37.72173282,25
59,298.15,1.7,4.5,Joergensen et al. 1990,12.29,128.00,1.91,74.54,1.08,3.42,0.98,11.58,0.99,14.95,40,,,Laboratory,,37.36671524,50
60,298.15,1.6,4.5,Joergensen et al. 1990,12.29,98.97,2.22,60.76,0.94,3.36,0.97,11.26,0.97,14.85,40,,,Laboratory,,37.12683922,76
61,298.15,1.1,4.5,Joergensen et al. 1990,12.29,62.29,2.08,58.60,0.99,3.31,0.96,14.04,1.14,14.75,40,,,Laboratory,,36.88401889,115
62,298.15,1.1,4.5,Joergensen et al. 1990,12.29,54.21,1.68,50.64,1.05,3.26,0.95,16.97,1.14,14.67,40,,,Laboratory,,36.67662479,150
63,298.15,0.8,4.5,Joergensen et al. 1990,12.29,46.66,2.20,57.67,0.91,3.21,0.95,12.21,1.09,14.59,40,,,Laboratory,,36.47692538,191
64,298.15,1.1,4.5,Joergensen et al. 1990,12.29,40.30,1.67,35.17,0.65,3.17,0.94,15.15,1.02,14.51,40,,,Laboratory,,36.26564077,240
57,308.15,18.2,4.5,Joergensen et al. 1990,12.29,311.87,4.47,17.18,0.28,3.51,0.98,17.37,1.38,15.11,40,,,Laboratory,,37.78530437,10
58,308.15,11.4,4.5,Joergensen et al. 1990,12.29,271.01,3.18,23.74,0.39,3.41,0.96,21.73,1.64,14.93,40,,,Laboratory,,37.32183835,25
59,308.15,15.9,4.5,Joergensen et al. 1990,12.29,341.61,5.10,21.51,0.31,3.21,0.92,19.82,1.69,14.59,40,,,Laboratory,,36.46324335,50
60,308.15,16.6,4.5,Joergensen et al. 1990,12.29,278.33,6.25,16.76,0.26,3.04,0.87,16.18,1.40,14.27,40,,,Laboratory,,35.66318249,76
61,308.15,11.3,4.5,Joergensen et al. 1990,12.29,150.37,5.02,13.33,0.22,2.90,0.84,19.51,1.59,14.01,40,,,Laboratory,,35.02879874,115
62,308.15,13.2,4.5,Joergensen et al. 1990,12.29,331.30,10.28,25.03,0.52,2.63,0.77,20.22,1.36,13.47,40,,,Laboratory,,33.6865171,150
63,308.15,11.2,4.5,Joergensen et al. 1990,12.29,167.19,7.87,14.92,0.24,2.46,0.73,17.76,1.59,13.15,40,,,Laboratory,,32.86768246,191
64,308.15,5.8,4.5,Joergensen et al. 1990,12.29,113.49,4.71,19.66,0.36,2.33,0.69,20.22,1.36,12.87,40,,,Laboratory,,32.18076652,240
65,288.7951613,1.7,5.65,Liu et al. 2016,10.15,218.92,1.00,129.64,1.00,3.75,1.00,38.63,1.00,40.00,103.1,,,Field,,38.78136551,
66,287.9887097,1.4,4.76,Liu et al. 2016,9.49,167.84,1.00,121.73,1.00,3.67,1.00,38.63,1.00,40.97,106.6,,,Field,,38.43136125,
67,287.2629032,1.2,4.95,Liu et al. 2016,11.13,109.50,1.00,91.70,1.00,3.61,1.00,35.16,1.00,34.45,90.2,,,Field,,38.18099206,
65,294.6016129,3.6,5.65,Liu et al. 2016,10.15,366.23,1.67,102.76,0.79,3.75,1.00,18.50,0.48,33.47,86.3,,,Field,,38.78136551,
66,294.6016129,4.1,4.76,Liu et al. 2016,9.49,218.40,1.30,53.75,0.44,3.67,1.00,16.19,0.42,28.41,73.9,,,Field,,38.43136125,
67,294.6016129,9.4,4.95,Liu et al. 2016,11.13,311.32,2.84,33.20,0.36,3.61,1.00,31.46,0.89,32.01,83.8,,,Field,,38.18099206,
65,282.1822581,0.5,5.65,Liu et al. 2016,10.15,102.30,0.47,226.08,1.74,3.75,1.00,32.61,0.84,38.05,98.1,,,Field,,38.78136551,
66,282.4241935,0.2,4.76,Liu et al. 2016,9.49,46.51,0.28,188.13,1.55,3.67,1.00,1.62,0.04,34.45,89.6,,,Field,,38.43136125,
67,283.3112903,1.1,4.95,Liu et al. 2016,11.13,77.29,0.71,72.72,0.79,3.61,1.00,14.11,0.40,39.71,104.0,,,Field,,38.18099206,
65,283.8758065,1.1,5.65,Liu et al. 2016,10.15,106.39,0.49,93.28,0.72,3.75,1.00,7.86,0.20,37.56,96.9,,,Field,,38.78136551,
66,283.8758065,0.8,4.76,Liu et al. 2016,9.49,52.58,0.31,64.82,0.53,3.67,1.00,14.80,0.38,37.37,97.2,,,Field,,38.43136125,
